"","Sex","Wmax","Lmax (cm)","Tmax (y)","Country","Locality"
"1","unsexed","","70","","Global","East Indies"
"2","unsexed","","80","","Indonesia","Indonesia"
"3","unsexed","","60","","Iran","South of Qeshm Island"
"4","mixed","","39","9","United Arab Em.","southern Arabian Gulf, 2007-2008"
"5","unsexed","4.9 kg","","","Global","unspecified"
