"","Sex","Wmax","Lmax (cm)","Tmax (y)","Country","Locality"
"1","mixed","","10","","Myanmar","Irrawaddy to Salween basins"
"2","unsexed","","10","","India","Krishna River, Karnataka"
"3","unsexed","","12.5","","China","Yunnan Province"
