"","Sex","Wmax","Lmax (cm)","Tmax (y)","Country","Locality"
"1","unsexed","","79","19","Kuwait","Kuwait"
"2","unsexed","","43.8","","China","Not specified"
"3","unsexed","","185","","Iran","Persian Gulf and Oman Sea"
