"","Sex","Wmax","Lmax (cm)","Tmax (y)","Country","Locality"
"1","unsexed","","6","","Iran","Caspian Sea"
"2","female","","5.5","","","not specified"
"3","male","","3","","","not specified"
"4","female","","6","","Australia","Victoria, New South Wales, South Australia, Queensland, Western Australia and Northern Territory"
