"","Loo (cm)","Length Type","K (1/y)","to(years)","Sex","M (1/y)","Temp&deg;&nbsp;C","Lm","&Oslash;'","Country","Locality","Questionable","Captive"
"1","38.5","WD","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=5631&pref=86314&sex=male&loo=38.50000&k=0.20000&id2=4508&genusname=Neotrygon&speciesname=kuhlii&gm_loo=42.356817633056&gm_lm=1&gm_m=1&gm_k=0.16124515496597&vautoctr=21039&gm_lm_rl=1"">0.20</a>","-3.07","M","","","","2.47","Australia","Moreton Bay (27° 15' S; 153° 15' E), Queensland","No","No"
"2","46.6","WD","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=5631&pref=86314&sex=female&loo=46.60000&k=0.13000&id2=4508&genusname=Neotrygon&speciesname=kuhlii&gm_loo=42.356817633056&gm_lm=1&gm_m=1&gm_k=0.16124515496597&vautoctr=21040&gm_lm_rl=1"">0.13</a>","-3.51","F","","","","2.45","Australia","Moreton Bay (27° 15' S; 153° 15' E), Queensland","No","No"
