"","Sex","Wmax","Lmax (cm)","Tmax (y)","Country","Locality"
"1","unsexed","","130","","Iran","Caspian Sea"
"2","unsexed","","100","17","","not specified"
"3","unsexed","19.0 kg","","","Germany","Starnberger Lake, 1959"
