"","Loo (cm)","Length Type","K (1/y)","to(years)","Sex","M (1/y)","Temp&deg;&nbsp;C","Lm","&Oslash;'","Country","Locality","Questionable","Captive"
"1","25.6","FL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=1156&pref=8540&sex=unsexed&loo=25.60000&k=0.43000&id2=1140&genusname=Haemulon&speciesname=plumierii&gm_loo=38.909168626676&gm_lm=1&gm_m=1.77&gm_k=0.27704203900575&vautoctr=2258&gm_lm_rl=1"">0.43</a>","","","","27.2","","2.45","Cuba","Northeast Zone","No","No"
"2","27.9","FL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=1156&pref=4863&sex=unsexed&loo=27.90000&k=0.34000&id2=1140&genusname=Haemulon&speciesname=plumierii&gm_loo=38.909168626676&gm_lm=1&gm_m=1.77&gm_k=0.27704203900575&vautoctr=2256&gm_lm_rl=1"">0.34</a>","","","","28.5","","2.42","Puerto Rico","","No","No"
"3","31.7","","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=1156&pref=72458&sex=female&loo=31.70000&k=0.35000&id2=1140&genusname=Haemulon&speciesname=plumierii&gm_loo=38.909168626676&gm_lm=1&gm_m=1.77&gm_k=0.27704203900575&vautoctr=9416&gm_lm_rl=1"">0.35</a>","1.68","F","","","","2.55","USA","Florida","Yes","No"
"4","34.5","","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=1156&pref=72458&sex=male&loo=34.50000&k=0.41000&id2=1140&genusname=Haemulon&speciesname=plumierii&gm_loo=38.909168626676&gm_lm=1&gm_m=1.77&gm_k=0.27704203900575&vautoctr=9415&gm_lm_rl=1"">0.41</a>","0.85","M","","","","2.69","USA","Florida","No","No"
"5","35.3","FL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=1156&pref=4863&sex=unsexed&loo=35.30000&k=0.31000&id2=1140&genusname=Haemulon&speciesname=plumierii&gm_loo=38.909168626676&gm_lm=1&gm_m=1.77&gm_k=0.27704203900575&vautoctr=2257&gm_lm_rl=1"">0.31</a>","","","","28.5","","2.59","Puerto Rico","","No","No"
"6","36.0","FL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=1156&pref=8540&sex=unsexed&loo=36.00000&k=0.19000&id2=1140&genusname=Haemulon&speciesname=plumierii&gm_loo=38.909168626676&gm_lm=1&gm_m=1.77&gm_k=0.27704203900575&vautoctr=2259&gm_lm_rl=1"">0.19</a>","-0.69","","","27.2","","2.39","Cuba","Southwest Zone","No","No"
"7","37.6","FL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=1156&pref=8901&sex=unsexed&loo=37.60000&k=0.34000&id2=1140&genusname=Haemulon&speciesname=plumierii&gm_loo=38.909168626676&gm_lm=1&gm_m=1.77&gm_k=0.27704203900575&vautoctr=2260&gm_lm_rl=1"">0.34</a>","","","","27.2","","2.68","Puerto Rico","","No","No"
"8","41.6","","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=1156&pref=8901&sex=unsexed&loo=41.60000&k=0.21000&id2=1140&genusname=Haemulon&speciesname=plumierii&gm_loo=38.909168626676&gm_lm=1&gm_m=1.77&gm_k=0.27704203900575&vautoctr=2261&gm_lm_rl=1"">0.21</a>","","","","26.0","","2.56","Mexico","Campeche Bank","No","No"
"9","42.0","FL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=1156&pref=3160&sex=unsexed&loo=42.00000&k=0.34500&id2=1140&genusname=Haemulon&speciesname=plumierii&gm_loo=38.909168626676&gm_lm=1&gm_m=1.77&gm_k=0.27704203900575&vautoctr=2255&gm_lm_rl=1"">0.35</a>","","","1.77","28.0","","2.78","Jamaica","","Yes","No"
"10","42.0","FL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=1156&pref=8901&sex=unsexed&loo=42.00000&k=0.26000&id2=1140&genusname=Haemulon&speciesname=plumierii&gm_loo=38.909168626676&gm_lm=1&gm_m=1.77&gm_k=0.27704203900575&vautoctr=2262&gm_lm_rl=1"">0.26</a>","","","","27.2","","2.66","Puerto Rico","","No","No"
"11","45.8","FL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=1156&pref=8901&sex=unsexed&loo=45.80000&k=0.15700&id2=1140&genusname=Haemulon&speciesname=plumierii&gm_loo=38.909168626676&gm_lm=1&gm_m=1.77&gm_k=0.27704203900575&vautoctr=2263&gm_lm_rl=1"">0.16</a>","","","","27.2","","2.52","Jamaica","","No","No"
"12","47.3","FL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=1156&pref=8901&sex=unsexed&loo=47.30000&k=0.35000&id2=1140&genusname=Haemulon&speciesname=plumierii&gm_loo=38.909168626676&gm_lm=1&gm_m=1.77&gm_k=0.27704203900575&vautoctr=2264&gm_lm_rl=1"">0.35</a>","","","","26.0","","2.89","Mexico","Campeche Bank","No","No"
"13","48.0","FL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=1156&pref=8901&sex=unsexed&loo=48.00000&k=0.32800&id2=1140&genusname=Haemulon&speciesname=plumierii&gm_loo=38.909168626676&gm_lm=1&gm_m=1.77&gm_k=0.27704203900575&vautoctr=2265&gm_lm_rl=1"">0.33</a>","","","","26.0","","2.88","Mexico","Campeche Bank","No","No"
"14","64.0","TL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=1156&pref=3111&sex=unsexed&loo=64.00000&k=0.11000&id2=1140&genusname=Haemulon&speciesname=plumierii&gm_loo=38.909168626676&gm_lm=1&gm_m=1.77&gm_k=0.27704203900575&vautoctr=2254&gm_lm_rl=1"">0.11</a>","","","","27.5","","2.65","USA","North and South Carolina","No","No"
