"","Sex","Wmax","Lmax (cm)","Tmax (y)","Country","Locality"
"1","female","","12","5","","Eastern Atlantic and Mediterranean seas"
"2","male","","13","5","","Eastern Atlantic and Mediterranean seas"
"3","unsexed","","","6","France","Mediterranean Sea"
