"","Loo (cm)","Length Type","K (1/y)","to(years)","Sex","M (1/y)","Temp&deg;&nbsp;C","Lm","&Oslash;'","Country","Locality","Questionable","Captive"
"1","2.5","TL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=41607&pref=51341&sex=female&loo=2.51000&k=7.64700&id2=49707&genusname=Cynopoecilus&speciesname=melanotaenia&gm_loo=2.9427028392279&gm_lm=1&gm_m=1&gm_k=6.9353896790303&vautoctr=7462&gm_lm_rl=1"">7.65</a>","","F","","21.4","","1.68","Brazil","Tramandaí,  R. Grande (29°58'48-54""S; 50°14'12-20""W)","Yes","No"
"2","3.5","TL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=41607&pref=51341&sex=male&loo=3.45000&k=6.29000&id2=49707&genusname=Cynopoecilus&speciesname=melanotaenia&gm_loo=2.9427028392279&gm_lm=1&gm_m=1&gm_k=6.9353896790303&vautoctr=7461&gm_lm_rl=1"">6.29</a>","","M","","21.4","","1.87","Brazil","Tramandaí,  R. Grande (29°58'48-54""S; 50°14'12-20""W)","No","No"
