"","Sex","Wmax","Lmax (cm)","Tmax (y)","Country","Locality"
"1","unsexed","23.0 kg","","29","","-"
"2","female","","147","","New Zealand","NE North Island, Cook Strait and Kaikoura, 1979-95"
"3","unsexed","76.0 kg","178","","New Zealand","Not specified."
"4","male","","","51.8","Australia","off south coast of Western Australia (ca. 35° S; 115°30? E - 125°00? E)"
