"","Sex","Wmax","Lmax (cm)","Tmax (y)","Country","Locality"
"1","unsexed","11.4 kg","","","USA","Dixon Lake, 2006"
"2","unsexed","11.2 kg","","","USA","Lake Tohopekaliga, 1974"
"3","unsexed","","65","16","","not specified"
"4","unsexed","","","11","","to be filled"
