"","Loo (cm)","Length Type","K (1/y)","to(years)","Sex","M (1/y)","Temp&deg;&nbsp;C","Lm","&Oslash;'","Country","Locality","Questionable","Captive"
"1","134.0","TL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=888&pref=49961&sex=male&loo=134.00000&k=0.41000&id2=872&genusname=Carcharhinus&speciesname=isodon&gm_loo=144.58215657542&gm_lm=1&gm_m=1&gm_k=0.31368774282716&vautoctr=7785&gm_lm_rl=1"">0.41</a>","-1.39","M","","21.8","","3.87","USA","St. Andrew Bay to Apalachicola Bay, Gulf of Mexico","Yes","No"
"2","156.0","TL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=888&pref=49961&sex=female&loo=156.00000&k=0.24000&id2=872&genusname=Carcharhinus&speciesname=isodon&gm_loo=144.58215657542&gm_lm=1&gm_m=1&gm_k=0.31368774282716&vautoctr=7784&gm_lm_rl=1"">0.24</a>","-2.07","F","","21.8","","3.77","USA","St. Andrew Bay to Apalachicola Bay, Gulf of Mexico","No","No"
