"","Sex","Wmax","Lmax (cm)","Tmax (y)","Country","Locality"
"1","unsexed","","27","","Australia","Australia"
"2","unsexed","","20","","Global","East Indies"
"3","unsexed","33.00 g","20","","Saudi Arabia","Jubail City, Arabian Gulf coast of Saudi Arabia"
"4","unsexed","","23","","India","not specified."
