"","Sex","Wmax","Lmax (cm)","Tmax (y)","Country","Locality"
"1","unsexed","","200","","Puerto Rico","Caribbean"
"2","unsexed","","23.38","","Colombia","Not given"
"3","unsexed","","","24","USA","South Atlantic Bight"
