"","Sex","Wmax","Lmax (cm)","Tmax (y)","Country","Locality"
"1","unsexed","","200","","Global","East Indies"
"2","unsexed","","300","","","not specified"
"3","unsexed","24.5 kg","191","","Pitcairn","Pitcairn"
