"","Sex","Wmax","Lmax (cm)","Tmax (y)","Country","Locality"
"1","unsexed","16.2 kg","","","Brazil","Amazon River, 2008"
"2","unsexed","","79","","Argentina","Puerto Sánchez, Rio Paraná, 1976-77"
"3","female","","100","8.7","Bolivia","Trinidad region, Mamore basin, Beni, 1983-87"
