"","Sex","Wmax","Lmax (cm)","Tmax (y)","Country","Locality"
"1","unsexed","","30","","","Asia-Pacific Region"
"2","unsexed","","31","","Global","East Indies"
"3","unsexed","","40","","Australia","Not specified."
