"","Sex","Wmax","Lmax (cm)","Tmax (y)","Country","Locality"
"1","mixed","1.1 kg","39","","Indonesia","Central Java, 2000"
"2","unsexed","","39.5","","Indonesia","Central Java, 2003-2004"
"3","unsexed","13.0 kg","","","Malaysia","not specified"
