"","Sex","Wmax","Lmax (cm)","Tmax (y)","Country","Locality"
"1","unsexed","5.1 kg","","","Thailand","IT Monster Lake, 2009"
"2","unsexed","1.9 kg","","","Thailand","Lake near Chiang Mai, 2008"
