"","Sex","Wmax","Lmax (cm)","Tmax (y)","Country","Locality"
"1","unsexed","3.6 kg","56","","","Caribbean"
"2","female","","57","","Jamaica","Jamaica"
"3","unsexed","","52","","US Virgin Is.","Virgin Is US"
