"","Sex","Wmax","Lmax (cm)","Tmax (y)","Country","Locality"
"1","female","6.0 kg","76.4","8","USA","Louisiana, 1987-98"
"2","male","936.00 g","41.4","4","USA","Louisiana, 1987-98"
"3","unsexed","5.9 kg","71.1","","USA","Texas"
