"","Sex","Wmax","Lmax (cm)","Tmax (y)","Country","Locality"
"1","male","","6.45","","New Caledonia","Chesterfield Bank, Coral Sea"
"2","unsexed","","8","","Global","East Indies"
"3","female","","5.42","","Maldives","North Malé Atoll"
"4","male","","6.04","","Philippines","Sumilon Island"
