"","Sex","Wmax","Lmax (cm)","Tmax (y)","Country","Locality"
"1","unsexed","","","7","","Eastern Gulf of Mexico"
"2","female","","124","12","USA","Northwest Florida"
"3","female","","","17.9","USA","Onslow Bay, North Carolina to West Palm Beach, Florida"
"4","unsexed","","","6","USA","Tampa and Florida Bays"
