"","Loo (cm)","Length Type","K (1/y)","to(years)","Sex","M (1/y)","Temp&deg;&nbsp;C","Lm","&Oslash;'","Country","Locality","Questionable","Captive"
"1","55.5","FL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=140&pref=11824&sex=male&loo=55.50000&k=0.48000&id2=126&genusname=Scomberomorus&speciesname=maculatus&gm_loo=77.47253059479&gm_lm=43.318975000677&gm_m=0.3&gm_k=0.27526654342529&vautoctr=892&gm_lm_rl=0.57538021214114"">0.48</a>","-1.12","M","","26.0","43.0","3.17","USA","Florida","No","No"
"2","61.2","FL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=140&pref=312&sex=male&loo=61.20000&k=0.37300&id2=126&genusname=Scomberomorus&speciesname=maculatus&gm_loo=77.47253059479&gm_lm=43.318975000677&gm_m=0.3&gm_k=0.27526654342529&vautoctr=888&gm_lm_rl=0.57538021214114"">0.37</a>","","M","0.30","25.0","43.0","3.15","USA","Florida, Coastal waters","No","No"
"3","69.4","FL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=140&pref=11824&sex=female&loo=69.40000&k=0.45000&id2=126&genusname=Scomberomorus&speciesname=maculatus&gm_loo=77.47253059479&gm_lm=43.318975000677&gm_m=0.3&gm_k=0.27526654342529&vautoctr=891&gm_lm_rl=0.57538021214114"">0.45</a>","-0.78","F","","26.0","50.0","3.34","USA","Florida","No","No"
"4","73.0","FL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=140&pref=11824&sex=unsexed&loo=73.00000&k=0.29000&id2=126&genusname=Scomberomorus&speciesname=maculatus&gm_loo=77.47253059479&gm_lm=43.318975000677&gm_m=0.3&gm_k=0.27526654342529&vautoctr=894&gm_lm_rl=0.57538021214114"">0.29</a>","-0.55","","","27.2","","3.19","Trinidad Tobago","Trinidad","No","No"
"5","73.1","FL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=140&pref=31643&sex=female&loo=73.10000&k=0.38000&id2=126&genusname=Scomberomorus&speciesname=maculatus&gm_loo=77.47253059479&gm_lm=43.318975000677&gm_m=0.3&gm_k=0.27526654342529&vautoctr=6571&gm_lm_rl=0.57538021214114"">0.38</a>","-0.73","F","","26.0","","3.31","USA","Florida","No","No"
"6","73.9","FL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=140&pref=31643&sex=female&loo=73.90000&k=0.33000&id2=126&genusname=Scomberomorus&speciesname=maculatus&gm_loo=77.47253059479&gm_lm=43.318975000677&gm_m=0.3&gm_k=0.27526654342529&vautoctr=6569&gm_lm_rl=0.57538021214114"">0.33</a>","-0.99","F","","26.0","","3.26","USA","Gulf of Mexico and Florida S. Atlantic coast","No","No"
"7","76.7","FL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=140&pref=312&sex=female&loo=76.70000&k=0.35600&id2=126&genusname=Scomberomorus&speciesname=maculatus&gm_loo=77.47253059479&gm_lm=43.318975000677&gm_m=0.3&gm_k=0.27526654342529&vautoctr=887&gm_lm_rl=0.57538021214114"">0.36</a>","","F","0.30","25.0","50.0","3.32","USA","Florida, Coastal waters","No","No"
"8","77.6","FL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=140&pref=31643&sex=male&loo=77.60000&k=0.27000&id2=126&genusname=Scomberomorus&speciesname=maculatus&gm_loo=77.47253059479&gm_lm=43.318975000677&gm_m=0.3&gm_k=0.27526654342529&vautoctr=6570&gm_lm_rl=0.57538021214114"">0.27</a>","-0.73","M","","26.0","","3.21","USA","Florida","No","No"
"9","79.4","FL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=140&pref=31643&sex=male&loo=79.40000&k=0.24000&id2=126&genusname=Scomberomorus&speciesname=maculatus&gm_loo=77.47253059479&gm_lm=43.318975000677&gm_m=0.3&gm_k=0.27526654342529&vautoctr=6567&gm_lm_rl=0.57538021214114"">0.24</a>","-0.94","M","","26.0","","3.18","USA","Gulf of Mexico and Florida S. Atlantic coast","No","No"
"10","83.0","FL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=140&pref=7178&sex=male&loo=83.00000&k=0.20000&id2=126&genusname=Scomberomorus&speciesname=maculatus&gm_loo=77.47253059479&gm_lm=43.318975000677&gm_m=0.3&gm_k=0.27526654342529&vautoctr=890&gm_lm_rl=0.57538021214114"">0.20</a>","-0.40","M","","27.5","","3.14","Brazil","Ceará","No","No"
"11","96.4","FL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=140&pref=7178&sex=female&loo=96.40000&k=0.20000&id2=126&genusname=Scomberomorus&speciesname=maculatus&gm_loo=77.47253059479&gm_lm=43.318975000677&gm_m=0.3&gm_k=0.27526654342529&vautoctr=889&gm_lm_rl=0.57538021214114"">0.20</a>","-0.05","F","","27.5","","3.27","Brazil","Ceará","No","No"
"12","133.0","FL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=140&pref=11824&sex=male&loo=133.00000&k=0.07000&id2=126&genusname=Scomberomorus&speciesname=maculatus&gm_loo=77.47253059479&gm_lm=43.318975000677&gm_m=0.3&gm_k=0.27526654342529&vautoctr=893&gm_lm_rl=0.57538021214114"">0.07</a>","-3.26","M","","26.0","33.0","3.09","Mexico","Veracruz","Yes","No"
