"","Sex","Wmax","Lmax (cm)","Tmax (y)","Country","Locality"
"1","unsexed","","80","25","Greenland","mid-Atlantic ridge and off Greenland, 2003-2004"
"2","female","","65","","Iceland","Reykjanes Ridge, 1997"
"3","unsexed","","","23","Iceland","Reykjanes Ridge, 1997"
