"","Sex","Wmax","Lmax (cm)","Tmax (y)","Country","Locality"
"1","female","4.6 kg","98","","India","Palk Bay & Gulf of Mannar, 1967-69"
"2","male","4.3 kg","94","","India","Palk Bay & Gulf of Mannar, 1967-69"
