"","Sex","Wmax","Lmax (cm)","Tmax (y)","Country","Locality"
"1","female","","","29","","-"
"2","male","","","13","","-"
"3","female","","","21","France","Douarnenez Bay"
"4","male","","","13","France","Douarnenez Bay"
"5","unsexed","","34","","Spain","Galicia and Cantábrico, 1992"
"6","male","","21.3","5","Greece","Saronikos Gulf, 1977-78"
"7","female","","24","7","Greece","Saronikos Gulf, 1977-78"
