"","Sex","Wmax","Lmax (cm)","Tmax (y)","Country","Locality"
"1","unsexed","16.4 kg","110","21","","Amur River"
"2","unsexed","","100","","Iran","Caspian Sea"
"3","unsexed","40.5 kg","","","Hungary","Danube River, 1993"
"4","unsexed","32.0 kg","120","","","East Asia"
"5","unsexed","20.0 kg","","","India","Karnataka"
"6","unsexed","12.0 kg","","","India","Krishna River, Karnataka"
"7","unsexed","3.0 kg","","","India","Maharashtra"
"8","unsexed","","150","","Rwanda","Upper Akagera (?)"
"9","unsexed","4.3 kg","75.6","","Brazil","Uruguay River"
