"","Sex","Wmax","Lmax (cm)","Tmax (y)","Country","Locality"
"1","unsexed","3.0 kg","","","Austria","Danube River, 1989"
"2","unsexed","1.5 kg","","","Finland","Gulf of Finland"
"3","mixed","","18","7","Greece","Lake Kastoria (1980)"
"4","unsexed","","35","17","","not specified"
"5","unsexed","","","19","Germany","to be filled"
"6","female","3.6 kg","61.7","","Croatia","Vrana Lake, Island of Cres, Adriatic Sea (44°52'18""N; 14°22'38""E), 2008, 17June"
