"","Sex","Wmax","Lmax (cm)","Tmax (y)","Country","Locality"
"1","female","","7.5","","Panama","Chame Point"
"2","male","","11.37","","Panama","Chame Point"
"3","male","","4.95","","Colombia","Gorgonia I."
"4","female","","11.4","","Guatemala","Not given"
"5","male","","15.3","","Guatemala","Not given"
