"","Sex","Wmax","Lmax (cm)","Tmax (y)","Country","Locality"
"1","unsexed","","7.6","","Canada","Canadian Atlantic"
"2","unsexed","","","4","UK Engld Wal","Cheshire"
"3","unsexed","","6.4","","","not specified"
