"","Loo (cm)","Length Type","K (1/y)","to(years)","Sex","M (1/y)","Temp&deg;&nbsp;C","Lm","&Oslash;'","Country","Locality","Questionable","Captive"
"1","7.8","TL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=6697&pref=52107&sex=male&loo=7.80000&k=0.59000&id2=6378&genusname=Cobitis&speciesname=taenia&gm_loo=10.050425565545&gm_lm=7.7&gm_m=1&gm_k=0.32235184900698&vautoctr=7636&gm_lm_rl=1"">0.59</a>","-0.24","M","","9.0","","1.56","Estonia","Võhandu River","No","No"
"2","9.2","SL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=6697&pref=85582&sex=female&loo=9.24000&k=0.27800&id2=6378&genusname=Cobitis&speciesname=taenia&gm_loo=10.050425565545&gm_lm=7.7&gm_m=1&gm_k=0.32235184900698&vautoctr=10322&gm_lm_rl=1"">0.28</a>","-0.46","F","","","","1.38","Poland","Lake Klawoj","No","No"
"3","11.7","TL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=6697&pref=52107&sex=female&loo=11.70000&k=0.29000&id2=6378&genusname=Cobitis&speciesname=taenia&gm_loo=10.050425565545&gm_lm=7.7&gm_m=1&gm_k=0.32235184900698&vautoctr=7635&gm_lm_rl=1"">0.29</a>","-0.46","F","","9.0","7.7","1.60","Estonia","Võhandu River","No","No"
"4","12.1","SL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=6697&pref=85582&sex=male&loo=12.10000&k=0.22700&id2=6378&genusname=Cobitis&speciesname=taenia&gm_loo=10.050425565545&gm_lm=7.7&gm_m=1&gm_k=0.32235184900698&vautoctr=10323&gm_lm_rl=1"">0.23</a>","-0.56","M","","","","1.52","Poland","Lake Klawoj","No","No"
