"","Sex","Wmax","Lmax (cm)","Tmax (y)","Country","Locality"
"1","unsexed","","2.29","0.39","Palau","Helen Reef (Hotsarihie Reef), Hatohobei State, 2008"
"2","unsexed","","3","","Indonesia","Not specified."
