"","Sex","Wmax","Lmax (cm)","Tmax (y)","Country","Locality"
"1","unsexed","","","7","India","Dakshina Kannada, Karnataka, 1975-76"
"2","unsexed","","31","","Iran","North coast of Oman Sea and Persian Gulf to Bushehr"
