"","Loo (cm)","Length Type","K (1/y)","to(years)","Sex","M (1/y)","Temp&deg;&nbsp;C","Lm","&Oslash;'","Country","Locality","Questionable","Captive"
"1","225.0","FL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=889&pref=97042&sex=female&loo=225.00000&k=0.09800&id2=873&genusname=Carcharhinus&speciesname=leucas&gm_loo=277.21353533529&gm_lm=194.25535864352&gm_m=1&gm_k=0.069216203249336&vautoctr=21193&gm_lm_rl=1"">0.10</a>","-3.42","F","","","189.0","3.70","USA","between Florida and North Carolina","No","No"
"2","230.0","OT","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=889&pref=42004&sex=mixed&loo=230.00000&k=0.07100&id2=873&genusname=Carcharhinus&speciesname=leucas&gm_loo=277.21353533529&gm_lm=194.25535864352&gm_m=1&gm_k=0.069216203249336&vautoctr=6625&gm_lm_rl=1"">0.07</a>","-5.12","","","","192.0","3.57","South Africa","East coast","No","No"
"3","245.0","FL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=889&pref=97042&sex=male&loo=245.00000&k=0.05900&id2=873&genusname=Carcharhinus&speciesname=leucas&gm_loo=277.21353533529&gm_lm=194.25535864352&gm_m=1&gm_k=0.069216203249336&vautoctr=21194&gm_lm_rl=1"">0.06</a>","-5.57","M","","","180.0","3.55","USA","between Florida and North Carolina","No","No"
"4","285.0","TL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=889&pref=9165&sex=mixed&loo=285.00000&k=0.07600&id2=873&genusname=Carcharhinus&speciesname=leucas&gm_loo=277.21353533529&gm_lm=194.25535864352&gm_m=1&gm_k=0.069216203249336&vautoctr=6235&gm_lm_rl=1"">0.08</a>","-3.00","","","26.0","218.0","3.79","USA","Northern Gulf of Mexico","No","No"
"5","301.0","FL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=889&pref=97042&sex=mixed&loo=301.00000&k=0.04000&id2=873&genusname=Carcharhinus&speciesname=leucas&gm_loo=277.21353533529&gm_lm=194.25535864352&gm_m=1&gm_k=0.069216203249336&vautoctr=21195&gm_lm_rl=1"">0.04</a>","-6.84","","","","","3.56","USA","northern Gulf of Mexico","No","No"
"6","324.0","FL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=889&pref=97042&sex=mixed&loo=324.00000&k=0.15800&id2=873&genusname=Carcharhinus&speciesname=leucas&gm_loo=277.21353533529&gm_lm=194.25535864352&gm_m=1&gm_k=0.069216203249336&vautoctr=21196&gm_lm_rl=1"">0.16</a>","2.60","","","","","4.22","Australia","northern Australia","No","No"
"7","357.0","TL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=889&pref=9012&sex=mixed&loo=357.00000&k=0.03860&id2=873&genusname=Carcharhinus&speciesname=leucas&gm_loo=277.21353533529&gm_lm=194.25535864352&gm_m=1&gm_k=0.069216203249336&vautoctr=2050&gm_lm_rl=1"">0.04</a>","-4.93","","","21.5","","3.69","USA","Mobile, Alabama","No","No"
