"","Sex","Wmax","Lmax (cm)","Tmax (y)","Country","Locality"
"1","unsexed","","","157","Alaska","Northern SE Alaska, 2000"
"2","female","26.0 kg","111.76","90","Alaska","south of Pribilof Island, Bering Sea"
