"","Loo (cm)","Length Type","K (1/y)","to(years)","Sex","M (1/y)","Temp&deg;&nbsp;C","Lm","&Oslash;'","Country","Locality","Questionable","Captive"
"1","182.8","OT","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=771&pref=97163&sex=male&loo=182.80000&k=0.23000&id2=755&genusname=Lamna&speciesname=ditropis&gm_loo=194.71188503016&gm_lm=1&gm_m=1&gm_k=0.19773719933285&vautoctr=21298&gm_lm_rl=1"">0.23</a>","-2.30","M","","","","3.89","Alaska","Gulf of Alaska","No","No"
"2","207.4","OT","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=771&pref=97163&sex=female&loo=207.39999&k=0.17000&id2=755&genusname=Lamna&speciesname=ditropis&gm_loo=194.71188503016&gm_lm=1&gm_m=1&gm_k=0.19773719933285&vautoctr=21299&gm_lm_rl=1"">0.17</a>","-1.90","F","","","","3.86","Alaska","Gulf of Alaska","No","No"
