"","Sex","Wmax","Lmax (cm)","Tmax (y)","Country","Locality"
"1","mixed","","36.5","","India","Mumbai coast, 2000-01"
"2","unsexed","","29.8","","Hong Kong","Not specified"
"3","unsexed","","38","","Iran","Persian Gulf and Oman Sea"
