"","Sex","Wmax","Lmax (cm)","Tmax (y)","Country","Locality"
"1","unsexed","38.8 kg","","","Brazil","Amazon River, 1986"
"2","unsexed","16.0 kg","","","Ecuador","Rio Aquarico, 2006"
