"","Sex","Wmax","Lmax (cm)","Tmax (y)","Country","Locality"
"1","unsexed","","7.2","","Global","East Indies"
"2","female","","5","","Global","Indo-West Pacific"
"3","male","","6","","Global","Indo-West Pacific"
