"","Sex","Wmax","Lmax (cm)","Tmax (y)","Country","Locality"
"1","unsexed","","110","","Indonesia","not specified"
"2","unsexed","","102","","Iran","Persian Gulf and Oman Sea"
"3","unsexed","","97","","Guinea-Bissau","Rio Grande de Buba"
"4","unsexed","","100","","South Africa","South Africa"
