"","Sex","Wmax","Lmax (cm)","Tmax (y)","Country","Locality"
"1","female","90.00 g","15.9","","Russia","Northern Kuril Islands, 2000"
"2","male","110.00 g","15","","Russia","Northern Kuril Islands, 2000"
