"","Sex","Wmax","Lmax (cm)","Tmax (y)","Country","Locality"
"1","unsexed","","46","","","Not specified."
"2","unsexed","","73","","Myanmar","River mouth-River Pyke Seik Taung Maw and Kalein Toung, 2010"
"3","unsexed","","100","","South Africa","South Africa"
