"","Sex","Wmax","Lmax (cm)","Tmax (y)","Country","Locality"
"1","unsexed","","171","","","Asia-Pacific Region"
"2","unsexed","","157","","Global","Indo-West Pacific."
"3","unsexed","","92","19","Kuwait","Kuwait"
"4","unsexed","58.8 kg","150","30","Kuwait","Kuwait"
"5","unsexed","","70","","Iran","Persian Gulf and Oman Sea"
