"","Sex","Wmax","Lmax (cm)","Tmax (y)","Country","Locality"
"1","female","5.0 kg","109","7","South Africa","Algoa Bay (40-80 m), 1978-80"
"2","unsexed","","120","","South Africa","South Africa"
