"","Sex","Wmax","Lmax (cm)","Tmax (y)","Country","Locality"
"1","unsexed","","38","7","Kuwait","Kuwait"
"2","unsexed","","35","","Myanmar","Mouth of Zareik River"
"3","unsexed","","35","","Myanmar","Mouth of Zareik River/2010"
"4","unsexed","","30.2","","China","Not specified"
