"","Sex","Wmax","Lmax (cm)","Tmax (y)","Country","Locality"
"1","unsexed","","","42","Alaska","Alaska"
"2","unsexed","","","55","","Bering Sea, 1992"
"3","unsexed","","","30","","California Current Region"
"4","unsexed","23.0 kg","239","","Russia","Northern Sea of Japan/1931-1935"
"5","unsexed","","202","24","Russia","Northwestern Pacific/1991-2001"
"6","unsexed","160.0 kg","215","","USA","Southeastern Bering Sea/1957-1960"
