"","Sex","Wmax","Lmax (cm)","Tmax (y)","Country","Locality"
"1","unsexed","","36","","Brazil","Grande River, below the Volta Grande Reservoir"
"2","unsexed","","38","","Zimbabwe","Lake Kariba"
"3","unsexed","","45","","Rwanda","not specified."
"4","unsexed","1.3 kg","40","","","to be filled"
