"","Loo (cm)","Length Type","K (1/y)","to(years)","Sex","M (1/y)","Temp&deg;&nbsp;C","Lm","&Oslash;'","Country","Locality","Questionable","Captive"
"1","69.5","TL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=10634&pref=6988&sex=mixed&loo=69.50000&k=0.23400&id2=10311&genusname=Maccullochella&speciesname=peelii&gm_loo=91.323600454647&gm_lm=1&gm_m=1&gm_k=0.1589716955939&vautoctr=4792&gm_lm_rl=1"">0.23</a>","0.17","","","","","3.05","Australia","Lake Charlegrark, Western Victoria","No","No"
"2","120.0","TL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=10634&pref=6987&sex=unsexed&loo=120.00000&k=0.10800&id2=10311&genusname=Maccullochella&speciesname=peelii&gm_loo=91.323600454647&gm_lm=1&gm_m=1&gm_k=0.1589716955939&vautoctr=4791&gm_lm_rl=1"">0.11</a>","-0.83","","","","","3.19","Australia","Lower Murray-Darling basin","No","No"
