"","Sex","Wmax","Lmax (cm)","Tmax (y)","Country","Locality"
"1","mixed","","50","7","Greece","Central Aegean Sea, 1990-92"
"2","unsexed","","50","","Spain","Galicia and Cantábrico, 1992"
