"","Loo (cm)","Length Type","K (1/y)","to(years)","Sex","M (1/y)","Temp&deg;&nbsp;C","Lm","&Oslash;'","Country","Locality","Questionable","Captive"
"1","25.3","TL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=1384&pref=89966&sex=mixed&loo=25.26000&k=0.23200&id2=1366&genusname=Chelidonichthys&speciesname=lucerna&gm_loo=48.58525913923&gm_lm=18.97&gm_m=0.29&gm_k=0.31840136696798&vautoctr=10692&gm_lm_rl=1"">0.23</a>","","","","","","2.17","Italy","Central Tyrrhenian Sea","No","No"
"2","36.0","TL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=1384&pref=56697&sex=male&loo=36.00000&k=0.30900&id2=1366&genusname=Chelidonichthys&speciesname=lucerna&gm_loo=48.58525913923&gm_lm=18.97&gm_m=0.29&gm_k=0.31840136696798&vautoctr=8772&gm_lm_rl=1"">0.31</a>","-0.48","M","","","","2.60","Turkey","Inskederun Bay","No","No"
"3","40.3","TL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=1384&pref=57650&sex=unsexed&loo=40.30000&k=0.28700&id2=1366&genusname=Chelidonichthys&speciesname=lucerna&gm_loo=48.58525913923&gm_lm=18.97&gm_m=0.29&gm_k=0.31840136696798&vautoctr=9000&gm_lm_rl=1"">0.29</a>","","","","","","2.67","Egypt","Alexandria","No","No"
"4","45.6","TL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=1384&pref=56697&sex=female&loo=45.60000&k=0.22300&id2=1366&genusname=Chelidonichthys&speciesname=lucerna&gm_loo=48.58525913923&gm_lm=18.97&gm_m=0.29&gm_k=0.31840136696798&vautoctr=8771&gm_lm_rl=1"">0.22</a>","-0.60","F","","","","2.67","Turkey","Bay of Iskenderun  (0-50 m depth)","No","No"
"5","48.4","TL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=1384&pref=26321&sex=female&loo=48.40000&k=0.33000&id2=1366&genusname=Chelidonichthys&speciesname=lucerna&gm_loo=48.58525913923&gm_lm=18.97&gm_m=0.29&gm_k=0.31840136696798&vautoctr=2536&gm_lm_rl=1"">0.33</a>","","F","","11.0","","2.89","France","Douarnenez Bay","No","No"
"6","48.4","TL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=1384&pref=26321&sex=male&loo=48.40000&k=0.46000&id2=1366&genusname=Chelidonichthys&speciesname=lucerna&gm_loo=48.58525913923&gm_lm=18.97&gm_m=0.29&gm_k=0.31840136696798&vautoctr=2537&gm_lm_rl=1"">0.46</a>","","M","","11.0","","3.03","France","Douarnenez Bay","Yes","No"
"7","61.3","TL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=1384&pref=56796&sex=mixed&loo=61.30000&k=0.17000&id2=1366&genusname=Chelidonichthys&speciesname=lucerna&gm_loo=48.58525913923&gm_lm=18.97&gm_m=0.29&gm_k=0.31840136696798&vautoctr=8833&gm_lm_rl=1"">0.17</a>","-0.04","","","","19.0","2.81","Turkey","Sea of Marmara","No","No"
"8","65.0","TL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=1384&pref=312&sex=unsexed&loo=65.00000&k=0.14800&id2=1366&genusname=Chelidonichthys&speciesname=lucerna&gm_loo=48.58525913923&gm_lm=18.97&gm_m=0.29&gm_k=0.31840136696798&vautoctr=2535&gm_lm_rl=1"">0.15</a>","-1.11","","0.29","14.0","","2.80","Morocco","(50-120 m depth)","No","No"
"9","65.9","TL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=1384&pref=57508&sex=unsexed&loo=65.90000&k=0.39000&id2=1366&genusname=Chelidonichthys&speciesname=lucerna&gm_loo=48.58525913923&gm_lm=18.97&gm_m=0.29&gm_k=0.31840136696798&vautoctr=8905&gm_lm_rl=1"">0.39</a>","","","","","","3.23","Italy","Tuscan Archipelago","Yes","No"
"10","71.3","TL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=1384&pref=27030&sex=mixed&loo=71.30000&k=1.56700&id2=1366&genusname=Chelidonichthys&speciesname=lucerna&gm_loo=48.58525913923&gm_lm=18.97&gm_m=0.29&gm_k=0.31840136696798&vautoctr=2538&gm_lm_rl=1"">1.57</a>","-0.10","","","14.0","","3.90","Greece","North Aegean Sea","Yes","No"
