"","Loo (cm)","Length Type","K (1/y)","to(years)","Sex","M (1/y)","Temp&deg;&nbsp;C","Lm","&Oslash;'","Country","Locality","Questionable","Captive"
"1","14.0","TL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=248&pref=796&sex=unsexed&loo=14.00000&k=0.43000&id2=234&genusname=Coregonus&speciesname=clupeaformis&gm_loo=52.101373707535&gm_lm=26.414022770083&gm_m=0.62170675915783&gm_k=0.20143952913341&vautoctr=1150&gm_lm_rl=0.56407923812673"">0.43</a>","","","1.30","5.0","","1.93","Canada","Lake Opeongo","Yes","No"
"2","44.0","TL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=248&pref=796&sex=unsexed&loo=44.00000&k=0.09000&id2=234&genusname=Coregonus&speciesname=clupeaformis&gm_loo=52.101373707535&gm_lm=26.414022770083&gm_m=0.62170675915783&gm_k=0.20143952913341&vautoctr=1151&gm_lm_rl=0.56407923812673"">0.09</a>","","","","","23.0","2.24","USA","Trout Lake, Wisconsin","No","No"
"3","44.0","TL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=248&pref=3672&sex=unsexed&loo=44.00000&k=0.18000&id2=234&genusname=Coregonus&speciesname=clupeaformis&gm_loo=52.101373707535&gm_lm=26.414022770083&gm_m=0.62170675915783&gm_k=0.20143952913341&vautoctr=1157&gm_lm_rl=0.56407923812673"">0.18</a>","","","","","35.4","2.54","USA","Cliff Lake, Northwestern Maine","No","No"
"4","46.2","FL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=248&pref=1660&sex=unsexed&loo=46.20000&k=0.52100&id2=234&genusname=Coregonus&speciesname=clupeaformis&gm_loo=52.101373707535&gm_lm=26.414022770083&gm_m=0.62170675915783&gm_k=0.20143952913341&vautoctr=6115&gm_lm_rl=0.56407923812673"">0.52</a>","-0.09","","1.19","","23.0","3.05","Canada","Lake Huron","Yes","No"
"5","47.4","FL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=248&pref=1660&sex=unsexed&loo=47.40000&k=0.41400&id2=234&genusname=Coregonus&speciesname=clupeaformis&gm_loo=52.101373707535&gm_lm=26.414022770083&gm_m=0.62170675915783&gm_k=0.20143952913341&vautoctr=6116&gm_lm_rl=0.56407923812673"">0.41</a>","0.15","","0.57","","23.0","2.97","Canada","Lake Huron","Yes","No"
"6","47.7","FL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=248&pref=1660&sex=unsexed&loo=47.70000&k=0.52800&id2=234&genusname=Coregonus&speciesname=clupeaformis&gm_loo=52.101373707535&gm_lm=26.414022770083&gm_m=0.62170675915783&gm_k=0.20143952913341&vautoctr=6112&gm_lm_rl=0.56407923812673"">0.53</a>","0.09","","0.62","","23.0","3.08","Canada","Lake Huron","Yes","No"
"7","49.0","SL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=248&pref=796&sex=unsexed&loo=49.00000&k=0.09000&id2=234&genusname=Coregonus&speciesname=clupeaformis&gm_loo=52.101373707535&gm_lm=26.414022770083&gm_m=0.62170675915783&gm_k=0.20143952913341&vautoctr=1152&gm_lm_rl=0.56407923812673"">0.09</a>","","","0.15","3.0","27.0","2.33","Canada","Shakespeare Is. Lake","No","No"
"8","50.5","TL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=248&pref=3672&sex=unsexed&loo=50.50000&k=0.09000&id2=234&genusname=Coregonus&speciesname=clupeaformis&gm_loo=52.101373707535&gm_lm=26.414022770083&gm_m=0.62170675915783&gm_k=0.20143952913341&vautoctr=1158&gm_lm_rl=0.56407923812673"">0.09</a>","","","","","32.1","2.36","USA","Munising Bay, Lake Superior","No","No"
"9","51.8","FL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=248&pref=1660&sex=unsexed&loo=51.80000&k=0.36100&id2=234&genusname=Coregonus&speciesname=clupeaformis&gm_loo=52.101373707535&gm_lm=26.414022770083&gm_m=0.62170675915783&gm_k=0.20143952913341&vautoctr=6114&gm_lm_rl=0.56407923812673"">0.36</a>","-0.56","","0.92","","27.0","2.99","Canada","Lake Huron","No","No"
"10","59.4","FL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=248&pref=1660&sex=unsexed&loo=59.40000&k=0.26200&id2=234&genusname=Coregonus&speciesname=clupeaformis&gm_loo=52.101373707535&gm_lm=26.414022770083&gm_m=0.62170675915783&gm_k=0.20143952913341&vautoctr=6117&gm_lm_rl=0.56407923812673"">0.26</a>","-0.18","","0.79","","","2.97","Canada","Lake Huron","No","No"
"11","61.0","TL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=248&pref=33534&sex=unsexed&loo=61.00000&k=0.26000&id2=234&genusname=Coregonus&speciesname=clupeaformis&gm_loo=52.101373707535&gm_lm=26.414022770083&gm_m=0.62170675915783&gm_k=0.20143952913341&vautoctr=1155&gm_lm_rl=0.56407923812673"">0.26</a>","","","1.35","5.0","","2.99","Canada","McEwen Lake","Yes","No"
