"","Sex","Wmax","Lmax (cm)","Tmax (y)","Country","Locality"
"1","unsexed","","8.5","","Global","East Indies"
"2","unsexed","","6.9","","Kiribati","Gilbert Islands"
"3","unsexed","","13","","Global","Indo-Pacific & Caribbean including the Red Sea"
