"","Sex","Wmax","Lmax (cm)","Tmax (y)","Country","Locality"
"1","unsexed","","4","","Bangladesh","Ganges basin, North Central Region, Tangail district"
"2","unsexed","","5.5","","India","Ganges River at Patna"
