"","Sex","Wmax","Lmax (cm)","Tmax (y)","Country","Locality"
"1","female","","30.2","","Nigeria","Lake Kainji"
"2","male","","29.7","","Nigeria","Lake Kainji"
"3","unsexed","1.5 kg","","","Nigeria","Lake Kainji"
