"","Loo (cm)","Length Type","K (1/y)","to(years)","Sex","M (1/y)","Temp&deg;&nbsp;C","Lm","&Oslash;'","Country","Locality","Questionable","Captive"
"1","149.0","FL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=104&pref=93555&sex=unsexed&loo=149.00000&k=0.34000&id2=89&genusname=Acanthocybium&speciesname=solandri&gm_loo=166.726481653&gm_lm=1&gm_m=1&gm_k=0.28689869085076&vautoctr=11586&gm_lm_rl=1"">0.34</a>","-1.54","","","","","3.88","","Southern Caribbean","No","No"
"2","157.0","FL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=104&pref=93682&sex=unsexed&loo=157.00000&k=0.24500&id2=89&genusname=Acanthocybium&speciesname=solandri&gm_loo=166.726481653&gm_lm=1&gm_m=1&gm_k=0.28689869085076&vautoctr=11671&gm_lm_rl=1"">0.25</a>","","","","","","3.78","","","No","No"
"3","158.0","FL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=104&pref=3823&sex=unsexed&loo=158.00000&k=0.34000&id2=89&genusname=Acanthocybium&speciesname=solandri&gm_loo=166.726481653&gm_lm=1&gm_m=1&gm_k=0.28689869085076&vautoctr=642&gm_lm_rl=1"">0.34</a>","","","","27.0","","3.93","St Lucia","","No","No"
"4","159.0","FL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=104&pref=93682&sex=unsexed&loo=159.00000&k=0.34000&id2=89&genusname=Acanthocybium&speciesname=solandri&gm_loo=166.726481653&gm_lm=1&gm_m=1&gm_k=0.28689869085076&vautoctr=11670&gm_lm_rl=1"">0.34</a>","","","","","","3.93","St Lucia","Western Central Atlantic","No","No"
"5","170.0","FL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=104&pref=93555&sex=mixed&loo=170.00000&k=0.38100&id2=89&genusname=Acanthocybium&speciesname=solandri&gm_loo=166.726481653&gm_lm=1&gm_m=1&gm_k=0.28689869085076&vautoctr=11584&gm_lm_rl=1"">0.38</a>","-1.63","","","","","4.04","","Florida east coast and northern Bahamas","No","No"
"6","215.0","FL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=104&pref=93555&sex=unsexed&loo=215.00000&k=0.15200&id2=89&genusname=Acanthocybium&speciesname=solandri&gm_loo=166.726481653&gm_lm=1&gm_m=1&gm_k=0.28689869085076&vautoctr=11585&gm_lm_rl=1"">0.15</a>","-3.67","","","","","3.85","USA","North Carolina","No","No"
