"","Sex","Wmax","Lmax (cm)","Tmax (y)","Country","Locality"
"1","unsexed","","9.6","","China","Gengma Nanding River, Yunnan Province"
"2","mixed","","20","","Myanmar","Irrawaddy to  Salween and  Tennasserrim basins"
