"","Sex","Wmax","Lmax (cm)","Tmax (y)","Country","Locality"
"1","unsexed","","4","","Global","East Indies"
"2","female","","3.2","","Indonesia","Indonesia"
"3","male","","2.4","","Indonesia","Indonesia"
