"","Sex","Wmax","Lmax (cm)","Tmax (y)","Country","Locality"
"1","unsexed","16.5 kg","122","22","Russian Fed","Anadyr Basin"
"2","unsexed","","150","","","Arctic Ocean basin "
"3","mixed","19.8 kg","125","25","Russian Fed","Enisey river"
"4","unsexed","24.0 kg","","","USA","Pah River, 1986"
