"","Loo (cm)","Length Type","K (1/y)","to(years)","Sex","M (1/y)","Temp&deg;&nbsp;C","Lm","&Oslash;'","Country","Locality","Questionable","Captive"
"1","21.6","SL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=1931&pref=27030&sex=mixed&loo=21.60000&k=0.55500&id2=1735&genusname=Liza&speciesname=aurata&gm_loo=50.746224401348&gm_lm=30.298514815086&gm_m=0.52459508194416&gm_k=0.21970759961192&vautoctr=3181&gm_lm_rl=0.47989582608952"">0.56</a>","-0.46","","","19.0","","2.41","Greece","Saronikos Gulf","No","No"
"2","24.3","TL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=1931&pref=5533&sex=unsexed&loo=24.30000&k=0.63000&id2=1735&genusname=Liza&speciesname=aurata&gm_loo=50.746224401348&gm_lm=30.298514815086&gm_m=0.52459508194416&gm_k=0.21970759961192&vautoctr=3177&gm_lm_rl=0.47989582608952"">0.63</a>","0.11","","0.43","17.3","","2.57","Italy","Marsala lagoon","No","No"
"3","31.3","","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=1931&pref=85837&sex=unsexed&loo=31.30000&k=0.24100&id2=1735&genusname=Liza&speciesname=aurata&gm_loo=50.746224401348&gm_lm=30.298514815086&gm_m=0.52459508194416&gm_k=0.21970759961192&vautoctr=21005&gm_lm_rl=0.47989582608952"">0.24</a>","-1.39","","","","","2.37","Portugal","Óbidus Lagoon","No","No"
"4","34.5","TL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=1931&pref=312&sex=unsexed&loo=34.50000&k=0.36600&id2=1735&genusname=Liza&speciesname=aurata&gm_loo=50.746224401348&gm_lm=30.298514815086&gm_m=0.52459508194416&gm_k=0.21970759961192&vautoctr=3173&gm_lm_rl=0.47989582608952"">0.37</a>","","","","13.0","","2.64","France","Gulf of Biscay","No","No"
"5","36.4","TL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=1931&pref=58156&sex=unsexed&loo=36.40000&k=0.18000&id2=1735&genusname=Liza&speciesname=aurata&gm_loo=50.746224401348&gm_lm=30.298514815086&gm_m=0.52459508194416&gm_k=0.21970759961192&vautoctr=9125&gm_lm_rl=0.47989582608952"">0.18</a>","-1.81","","","","","2.38","Tunisia","Tunisian coasts","No","No"
"6","38.6","FL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=1931&pref=5533&sex=unsexed&loo=38.60000&k=0.59000&id2=1735&genusname=Liza&speciesname=aurata&gm_loo=50.746224401348&gm_lm=30.298514815086&gm_m=0.52459508194416&gm_k=0.21970759961192&vautoctr=3178&gm_lm_rl=0.47989582608952"">0.59</a>","","","0.64","17.0","","2.94","Tunisia","","No","No"
"7","39.8","TL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=1931&pref=26937&sex=unsexed&loo=39.80000&k=0.20800&id2=1735&genusname=Liza&speciesname=aurata&gm_loo=50.746224401348&gm_lm=30.298514815086&gm_m=0.52459508194416&gm_k=0.21970759961192&vautoctr=8967&gm_lm_rl=0.47989582608952"">0.21</a>","-1.14","","","","","2.52","Croatia","Mirna Bay","No","No"
"8","39.8","","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=1931&pref=96880&sex=unsexed&loo=39.80000&k=0.49500&id2=1735&genusname=Liza&speciesname=aurata&gm_loo=50.746224401348&gm_lm=30.298514815086&gm_m=0.52459508194416&gm_k=0.21970759961192&vautoctr=21313&gm_lm_rl=0.47989582608952"">0.50</a>","-0.29","","","","","2.89","Tunisia","","No","No"
"9","40.0","","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=1931&pref=96880&sex=unsexed&loo=40.00000&k=0.28000&id2=1735&genusname=Liza&speciesname=aurata&gm_loo=50.746224401348&gm_lm=30.298514815086&gm_m=0.52459508194416&gm_k=0.21970759961192&vautoctr=21314&gm_lm_rl=0.47989582608952"">0.28</a>","-0.96","","","","","2.65","Greece","Epirus","No","No"
"10","41.7","","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=1931&pref=96880&sex=unsexed&loo=41.70000&k=0.38200&id2=1735&genusname=Liza&speciesname=aurata&gm_loo=50.746224401348&gm_lm=30.298514815086&gm_m=0.52459508194416&gm_k=0.21970759961192&vautoctr=21315&gm_lm_rl=0.47989582608952"">0.38</a>","-0.54","","","","","2.82","Spain","Cadiz estuaries","No","No"
