"","X","Sex","Wmax","Lmax..cm.","Tmax..y.","Country","Locality","spp","sppid"
"9407",2,"unsexed",NA,NA,1,"Japan","Nagara, Kiso and Tone Rivers","age_size_Plecoglossus_altivelis_altivelis",251
"9408",1,"unsexed",NA,100,NA,"Global","East Indies","age_size_Plectorhinchus_albovittatus",6362
"9409",2,"unsexed",NA,100,NA,"Indonesia","Indonesian reefs.","age_size_Plectorhinchus_albovittatus",6362
"9410",1,"unsexed",NA,44,NA,"Global","East Indies","age_size_Plectorhinchus_ceylonensis",14299
"9411",2,"unsexed",NA,44,NA,"Global","Western Indian Ocean (Fishing Area 51)","age_size_Plectorhinchus_ceylonensis",14299
"9412",1,"unsexed","",72,NA,"","Asia-Pacific Region","age_size_Plectorhinchus_chaetodonoides",6364
"9413",2,"unsexed","",50,NA,"Global","East Indies","age_size_Plectorhinchus_chaetodonoides",6364
"9414",3,"unsexed","7.0 kg",72,NA,"Global","Indo-Pacific & Caribbean including the Red Sea.","age_size_Plectorhinchus_chaetodonoides",6364
"9415",1,"unsexed",NA,51,NA,"Global","East Indies","age_size_Plectorhinchus_chrysotaenia",56810
"9416",2,"unsexed",NA,41,NA,"Micronesia","Micronesia","age_size_Plectorhinchus_chrysotaenia",56810
"9417",1,"unsexed",NA,60,NA,NA,"Asia-Pacific Region","age_size_Plectorhinchus_cinctus",13033
"9418",1,"unsexed",NA,60,NA,"Iran","Around the rocky islands of the Persian Gulf","age_size_Plectorhinchus_flavomaculatus",7625
"9419",2,"unsexed",NA,60,NA,"","Asia-Pacific Region","age_size_Plectorhinchus_flavomaculatus",7625
"9420",3,"unsexed",NA,60,NA,"Global","East Indies","age_size_Plectorhinchus_flavomaculatus",7625
"9421",4,"unsexed",NA,60,NA,"Global","unspecified","age_size_Plectorhinchus_flavomaculatus",7625
"9422",1,"unsexed",NA,50,NA,"Iran","Persian Gulf and Oman Sea","age_size_Plectorhinchus_gaterinus",7703
"9423",1,"unsexed",NA,75,NA,"Christmas I.","Christmas Island Indian Ocean.","age_size_Plectorhinchus_gibbosus",6366
"9424",2,"unsexed",NA,75,NA,"Global","East Indies","age_size_Plectorhinchus_gibbosus",6366
"9425",3,"unsexed",NA,45,NA,"Japan","Not given","age_size_Plectorhinchus_gibbosus",6366
"9426",1,"unsexed",NA,40,NA,"Global","East Indies","age_size_Plectorhinchus_lessonii",50052
"9427",2,"unsexed",NA,40,NA,"Australia","Great Barrier Reef and Coral Sea.","age_size_Plectorhinchus_lessonii",50052
"9428",1,"unsexed",NA,72,NA,"Global"," Indo-Pacific & Caribbean including the Red Sea.","age_size_Plectorhinchus_lineatus",6940
"9429",2,"unsexed",NA,50,NA,"Global","East Indies","age_size_Plectorhinchus_lineatus",6940
"9430",1,"unsexed",NA,38,NA,"Global","East Indies","age_size_Plectorhinchus_macrospilus",60754
"9431",2,"unsexed",NA,28.5,NA,"Global","unspecified","age_size_Plectorhinchus_macrospilus",60754
"9432",1,"unsexed",NA,72,NA,"","Asia-Pacific Region","age_size_Plectorhinchus_pictus",8315
"9433",2,"unsexed",NA,77,NA,"","Gulf of Aden","age_size_Plectorhinchus_pictus",8315
"9434",3,"unsexed",NA,60,NA,"","Not specified.","age_size_Plectorhinchus_pictus",8315
"9435",4,"unsexed",NA,60,NA,"Iran","Persian Gulf and Oman Sea","age_size_Plectorhinchus_pictus",8315
"9436",1,"unsexed",NA,50.8,NA,"Seychelles","Not given","age_size_Plectorhinchus_picus",6370
"9437",1,"unsexed","430.00 g",27,NA,"Iraq","Iraqi waters of the Arabian Gulf.","age_size_Plectorhinchus_playfairi",7705
"9438",1,"unsexed",NA,40,NA,"Global","East Indies","age_size_Plectorhinchus_polytaenia",8316
"9439",2,"unsexed",NA,50,NA,"Indonesia","Indonesia","age_size_Plectorhinchus_polytaenia",8316
"9440",1,"unsexed",NA,80,NA,"Iran","Oman Sea","age_size_Plectorhinchus_schotaf",7706
"9441",1,"mixed",NA,33.8,14,"Untd Arab Em","off Abu Dhabi, 2008-2009","age_size_Plectorhinchus_sordidus",7626
"9442",1,"unsexed",NA,60,NA,"Global","East Indies","age_size_Plectorhinchus_vittatus",25706
"9443",2,"unsexed",NA,72,NA,"Micronesia","Micronesia","age_size_Plectorhinchus_vittatus",25706
"9444",1,"unsexed",NA,4.7,NA,"Global","East Indies","age_size_Plectranthias_fourmanoiri",12797
"9445",2,"unsexed",NA,3.8,NA,"Micronesia","Not specified.","age_size_Plectranthias_fourmanoiri",12797
"9446",1,"unsexed",NA,4.3,NA,"Global","East Indies","age_size_Plectranthias_inermis",26735
"9447",2,"female",NA,3.2,NA,"Mauritius","Not specified.","age_size_Plectranthias_inermis",26735
"9448",3,"male",NA,4.5,NA,"Mauritius","Not specified.","age_size_Plectranthias_inermis",26735
"9449",1,"unsexed",NA,3.6,NA,"Global","East Indies","age_size_Plectranthias_longimanus",7322
"9450",2,"unsexed",NA,3.5,NA,"Indonesia","Not specified.","age_size_Plectranthias_longimanus",7322
"9451",1,"unsexed",NA,3.5,NA,"Global","East Indies","age_size_Plectranthias_nanus",15118
"9452",2,"unsexed",NA,4,NA,"Global","Not specified.","age_size_Plectranthias_nanus",15118
"9453",1,"unsexed",NA,11.07,NA,"Taiwan","Chungchou","age_size_Plectranthias_randalli",59806
"9454",1,"unsexed",NA,4.8,NA,"Global","East Indies","age_size_Plectranthias_winniensis",12799
"9455",2,"unsexed",NA,4,NA,"Micronesia","Not specified.","age_size_Plectranthias_winniensis",12799
"9456",1,"unsexed",NA,11.5,NA,"Global","East Indies","age_size_Plectroglyphidodon_dickii",5709
"9457",2,"unsexed",NA,11,NA,"Global","unspecified","age_size_Plectroglyphidodon_dickii",5709
"9458",1,"unsexed",NA,6,NA,"Global","East Indies","age_size_Plectroglyphidodon_imparipennis",5710
"9459",2,"unsexed",NA,6,NA,"Global","unspecified","age_size_Plectroglyphidodon_imparipennis",5710
"9460",1,"unsexed",NA,9,NA,"Global","East Indies","age_size_Plectroglyphidodon_johnstonianus",5711
"9461",2,"unsexed",NA,14,NA,"Oman","Oman","age_size_Plectroglyphidodon_johnstonianus",5711
"9462",1,"unsexed",NA,11,NA,"Global","East Indies","age_size_Plectroglyphidodon_lacrymatus",5712
"9463",2,"unsexed",NA,10,NA,"Global","unspecified","age_size_Plectroglyphidodon_lacrymatus",5712
"9464",1,"unsexed",NA,11.5,NA,"Global","East Indies","age_size_Plectroglyphidodon_leucozonus",5713
"9465",2,"unsexed",NA,12,NA,"Global","unspecified","age_size_Plectroglyphidodon_leucozonus",5713
"9466",1,"unsexed",NA,8.5,NA,"Global","East Indies","age_size_Plectroglyphidodon_phoenixensis",5714
"9467",2,"unsexed",NA,9,NA,"Global","Indo-Pacific & Caribbean including the Red Sea","age_size_Plectroglyphidodon_phoenixensis",5714
"9468",1,"unsexed",NA,73,NA,"","Aisa-Pacific Region","age_size_Plectropomus_areolatus",6082
"9469",2,"unsexed",NA,80,NA,"Global","East Indies","age_size_Plectropomus_areolatus",6082
"9470",3,"unsexed",NA,73,NA,"Global","Not specified.","age_size_Plectropomus_areolatus",6082
"9471",1,"unsexed",NA,115,NA,"","Aisa-Pacific Region","age_size_Plectropomus_laevis",7372
"9472",2,"unsexed",NA,125,NA,"Global","East Indies","age_size_Plectropomus_laevis",7372
"9473",3,"unsexed",NA,130,NA,"Global","Indo Pacifc","age_size_Plectropomus_laevis",7372
"9474",4,"unsexed",NA,109,NA,"Australia","northeastern coasts","age_size_Plectropomus_laevis",7372
"9475",5,"unsexed",NA,125,NA,"Somalia","Not specified.","age_size_Plectropomus_laevis",7372
"9476",1,"unsexed","1.4 kg",NA,15,"","-","age_size_Plectropomus_leopardus",4826
"9477",2,"unsexed","",120,NA,"","Aisa-Pacific Region","age_size_Plectropomus_leopardus",4826
"9478",3,"unsexed","",75,NA,"Global","East Indies","age_size_Plectropomus_leopardus",4826
"9479",4,"unsexed","",NA,14,"Australia","Lizard Is., Great Barrier Reef, 1990-92","age_size_Plectropomus_leopardus",4826
"9480",5,"unsexed","",NA,19,"New Caledonia","New Caledonia","age_size_Plectropomus_leopardus",4826
"9481",6,"unsexed","1.7 kg",NA,15,"","not specified","age_size_Plectropomus_leopardus",4826
"9482",7,"unsexed","9.6 kg",NA,NA,"Kuwait","not stated","age_size_Plectropomus_leopardus",4826
"9483",8,"unsexed","",120,NA,"Australia","One Tree Island","age_size_Plectropomus_leopardus",4826
"9484",9,"unsexed","23.6 kg",NA,NA,"Australia","Queensland","age_size_Plectropomus_leopardus",4826
"9485",1,"unsexed",NA,100,NA,"","Aisa-Pacific Region","age_size_Plectropomus_maculatus",4886
"9486",2,"unsexed",NA,125,NA,"Global","East Indies","age_size_Plectropomus_maculatus",4886
"9487",3,"unsexed",NA,100,NA,"","to be filled","age_size_Plectropomus_maculatus",4886
"9488",4,"unsexed",NA,76,NA,"Australia","western to eastern coasts","age_size_Plectropomus_maculatus",4886
"9489",1,"unsexed",NA,75,NA,"Global","Aisa-Pacific Region","age_size_Plectropomus_oligacanthus",7319
"9490",2,"unsexed",NA,75,NA,"Global","East Indies","age_size_Plectropomus_oligacanthus",7319
"9491",3,"unsexed",NA,75,NA,"Global","Indo-Pacific","age_size_Plectropomus_oligacanthus",7319
"9492",1,"unsexed",NA,120,NA,"","Aisa-Pacific Region","age_size_Plectropomus_pessuliferus",7430
"9493",2,"unsexed",NA,120,NA,"Global","Indo-Pacific","age_size_Plectropomus_pessuliferus",7430
"9494",1,"unsexed","17.3 kg",NA,NA,"Mozambique","Danae Reef, 2009","age_size_Plectropomus_punctatus",7373
"9495",1,"unsexed",NA,16,NA,"Australia","Not specified.","age_size_Plectrypops_lima",12893
"9496",1,"unsexed",NA,3.8,NA,"China","Mountain stream of Baoting County, Hainan Province","age_size_Plesiomyzon_baotingensis",55007
"9497",1,"unsexed",NA,10,NA,"Global","East Indies","age_size_Plesiops_auritus",50705
"9498",2,"unsexed",NA,7.6,NA,"Global","Not specified.","age_size_Plesiops_auritus",50705
"9499",1,"unsexed",NA,7.7,NA,"Global","East Indies","age_size_Plesiops_cephalotaenia",14981
"9500",2,"unsexed",NA,6,NA,"Japan","Not specified.","age_size_Plesiops_cephalotaenia",14981
"9501",1,"unsexed",NA,8.5,NA,"Global","East Indies","age_size_Plesiops_coeruleolineatus",8005
"9502",2,"unsexed",NA,10,NA,"Christmas I.","Not specified.","age_size_Plesiops_coeruleolineatus",8005
"9503",1,"unsexed",NA,18,NA,"Global","East Indies","age_size_Plesiops_corallicola",14983
"9504",2,"unsexed",NA,16,NA,"Global","Not specified.","age_size_Plesiops_corallicola",14983
"9505",1,"unsexed",NA,6,NA,"Global","East Indies","age_size_Plesiops_facicavus",50729
"9506",2,"unsexed",NA,4.6,NA,"Global","Not specified.","age_size_Plesiops_facicavus",50729
"9507",1,"unsexed",NA,9,NA,"Global","East Indies","age_size_Plesiops_gracilis",50732
"9508",2,"unsexed",NA,7,NA,"Global","Not specified.","age_size_Plesiops_gracilis",50732
"9509",1,"unsexed",NA,9.5,NA,"Global","East Indies","age_size_Plesiops_oxycephalus",23438
"9510",2,"unsexed",NA,6,NA,"Japan","Not specified.","age_size_Plesiops_oxycephalus",23438
"9511",1,"unsexed",NA,8.2,NA,"Global","East Indies","age_size_Plesiops_thysanopterus",50747
"9512",2,"unsexed",NA,6.3,NA,"Global","Not specified.","age_size_Plesiops_thysanopterus",50747
"9513",1,"unsexed",NA,10,NA,"Global","East Indies","age_size_Plesiops_verecundus",50748
"9514",2,"unsexed",NA,9.4,NA,"Global","Not specified.","age_size_Plesiops_verecundus",50748
"9515",1,"unsexed","",NA,9,"","-","age_size_Pleuragramma_antarcticum",472
"9516",2,"unsexed","200.00 g",25,15,"Antarctica","not stated","age_size_Pleuragramma_antarcticum",472
"9517",3,"unsexed","",NA,20,"Antarctica","Weddell Sea","age_size_Pleuragramma_antarcticum",472
"9518",1,"unsexed","1.4 kg",50,12,"Russia","Northern Sea of Japan","age_size_Pleurogrammus_azonus",510
"9519",1,"unsexed","",NA,15,"Alaska","Aleutian Islands","age_size_Pleurogrammus_monopterygius",4037
"9520",2,"unsexed","2.0 kg",51,15,"Russia","Northwestern Pacific","age_size_Pleurogrammus_monopterygius",4037
"9521",3,"mixed","2.0 kg",56.5,14,"Russia","Pacific off North Kurils","age_size_Pleurogrammus_monopterygius",4037
"9522",1,"unsexed",NA,NA,10,NA,"Baltic Sea","age_size_Pleuronectes_platessa",1342
"9523",2,"unsexed",NA,100,NA,NA,"Europe","age_size_Pleuronectes_platessa",1342
"9524",3,"female",NA,NA,30,NA,"North Sea","age_size_Pleuronectes_platessa",1342
"9525",4,"male",NA,NA,20,NA,"North Sea","age_size_Pleuronectes_platessa",1342
"9526",1,"unsexed","",87,37,"Alaska","Bering Sea, 2005-2006","age_size_Pleuronectes_quadrituberculatus",4250
"9527",2,"unsexed","",60,NA,"Russia","Northeastern Sea of Okhotsk/1954-1955","age_size_Pleuronectes_quadrituberculatus",4250
"9528",3,"unsexed","",58,NA,"Russia","Northern Sea of Japan/1931-1935","age_size_Pleuronectes_quadrituberculatus",4250
"9529",4,"unsexed","2.1 kg",62,NA,"USA","Southeastern Bering Sea/1957-1960","age_size_Pleuronectes_quadrituberculatus",4250
"9530",1,"unsexed",NA,24,NA,"China","Not specified","age_size_Pleuronichthys_cornutus",8551
"9531",1,"unsexed",NA,2.7,NA,"Global","East Indies","age_size_Pleurosicya_annandalei",23010
"9532",2,"unsexed",NA,2.5,NA,"Indonesia","locality not specified","age_size_Pleurosicya_annandalei",23010
"9533",3,"unsexed",NA,3,NA,"Global","Not specified.","age_size_Pleurosicya_annandalei",23010
"9534",1,"unsexed",NA,2.8,NA,"Global","East Indies","age_size_Pleurosicya_bilobata",22490
"9535",2,"unsexed",NA,3,NA,"Indonesia","Not specified.","age_size_Pleurosicya_bilobata",22490
"9536",1,"unsexed",NA,3.5,NA,"Global","East Indies","age_size_Pleurosicya_boldinghi",26319
"9537",2,"unsexed",NA,4.5,NA,"Indonesia","Not specified.","age_size_Pleurosicya_boldinghi",26319
"9538",1,"unsexed",NA,3.2,NA,"Global","East Indies","age_size_Pleurosicya_carolinensis",56838
"9539",2,"unsexed",NA,2.5,NA,"Indonesia","Not specified.","age_size_Pleurosicya_carolinensis",56838
"9540",1,"unsexed",NA,2.2,NA,"Global","East Indies","age_size_Pleurosicya_coerulea",56839
"9541",1,"unsexed",NA,3.5,NA,"Global","East Indies","age_size_Pleurosicya_elongata",11618
"9542",2,"unsexed",NA,4,NA,"Indonesia","Not specified.","age_size_Pleurosicya_elongata",11618
"9543",1,"unsexed",NA,2.2,NA,"Global","East Indies","age_size_Pleurosicya_fringilla",26318
"9544",2,"unsexed",NA,2.2,NA,"Global","Not specified.","age_size_Pleurosicya_fringilla",26318
"9545",1,"unsexed",NA,3.5,NA,"Global","East Indies","age_size_Pleurosicya_labiata",59437
"9546",2,"unsexed",NA,3.5,NA,"Indonesia","Not specified.","age_size_Pleurosicya_labiata",59437
"9547",1,"unsexed",NA,2.5,NA,"Global","East Indies","age_size_Pleurosicya_micheli",25509
"9548",2,"unsexed",NA,2.5,NA,"Oman","Not specified.","age_size_Pleurosicya_micheli",25509
"9549",1,"unsexed",NA,2.5,NA,"Global","East Indies","age_size_Pleurosicya_mossambica",23079
"9550",2,"unsexed",NA,2.6,NA,"Indonesia","locality not specified","age_size_Pleurosicya_mossambica",23079
"9551",3,"unsexed",NA,3,NA,"Global","Not specified.","age_size_Pleurosicya_mossambica",23079
"9552",1,"unsexed",NA,2.6,NA,"Global","East Indies","age_size_Pleurosicya_muscarum",22491
"9553",2,"unsexed",NA,2.2,NA,"Global","Not specified.","age_size_Pleurosicya_muscarum",22491
"9554",1,"unsexed",NA,3,NA,"Global","East Indies","age_size_Pleurosicya_plicata",27570
"9555",2,"unsexed",NA,3.5,NA,"Indonesia","Not specified.","age_size_Pleurosicya_plicata",27570
"9556",1,"unsexed",NA,1.9,NA,"Global","East Indies","age_size_Pleurosicya_prognatha",56468
"9557",2,"unsexed",NA,1.7,NA,"Global","Red Sea","age_size_Pleurosicya_prognatha",56468
"9558",1,"unsexed",NA,2,NA,"Global","East Indies","age_size_Pleurosicya_spongicola",59360
"9559",2,"unsexed",NA,2,NA,"Indonesia","Not specified.","age_size_Pleurosicya_spongicola",59360
"9560",1,"unsexed",NA,NA,7,"India","Dakshina Kannada, Karnataka, 1975-76","age_size_Plicofollis_dussumieri",1287
"9561",2,"unsexed",NA,31,NA,"Iran","North coast of Oman Sea and Persian Gulf to Bushehr","age_size_Plicofollis_dussumieri",1287
"9562",1,"unsexed",NA,52.4,NA,"China","Not specified","age_size_Plicofollis_nella",23383
"9563",1,"unsexed",NA,50,NA,"South Africa","South Africa","age_size_Plotosus_limbatus",5516
"9564",1,"unsexed",NA,32,NA,"Global","Not specified.","age_size_Plotosus_lineatus",4706
"9565",2,"unsexed",NA,32,NA,"Global","Not specified.","age_size_Plotosus_lineatus",4706
"9566",1,"unsexed",NA,33,NA,"Russia","Kamchatka","age_size_Podothecus_sturioides",50366
"9567",1,"unsexed",NA,12,NA,"Australia","Sandgate and Hervey bay (north of Brisbane, Queensland)","age_size_Poecilia_latipinna",3226
"9568",1,"male",NA,3,NA,"Australia","Brisbane, Rockhampton, Cairns and Mackay, Queensland","age_size_Poecilia_reticulata",3228
"9569",2,"female",NA,5,NA,"","not specified ","age_size_Poecilia_reticulata",3228
"9570",3,"male",NA,3.5,NA,"","not specified","age_size_Poecilia_reticulata",3228
"9571",1,"unsexed",NA,5.6,NA,"Brazil","Off the southern Brazilian coast","age_size_Poecilia_vivipara",23359
"9572",1,"unsexed",NA,60,NA,"Micronesia","Not specified.","age_size_Poeciloconger_fasciatus",17404
"9573",1,"unsexed",NA,12.1,NA,"China","East of Hainan Island (19°N, 112°30'E)","age_size_Poecilopsetta_colorata",10581
"9574",1,"female",NA,15.88,NA,"New Caledonia","Not given.","age_size_Poecilopsetta_pectoralis",63403
"9575",2,"male",NA,14.68,NA,"New Caledonia","Not given.","age_size_Poecilopsetta_pectoralis",63403
"9576",1,"unsexed",NA,13.5,NA,"China","Not specified","age_size_Poecilopsetta_plinthus",15180
"9577",1,"unsexed",NA,18.4,NA,"China","Qingzhou, Guangxi Province","age_size_Pogobrama_barbatula",55821
"9578",1,"unsexed","",NA,60,"","-","age_size_Pogonias_cromis",425
"9579",2,"unsexed","35.00 g",NA,45,"USA","Louisiana","age_size_Pogonias_cromis",425
"9580",3,"unsexed","50.00 g",NA,NA,"USA","Virginia","age_size_Pogonias_cromis",425
"9581",1,"unsexed",NA,30,NA,"Global","East Indies","age_size_Pogonoperca_ocellata",53220
"9582",2,"unsexed",NA,27,NA,"Indonesia","Not specified.","age_size_Pogonoperca_ocellata",53220
"9583",1,"unsexed",NA,30,NA,"Global","East Indies","age_size_Pogonoperca_punctata",12727
"9584",2,"unsexed",NA,35,NA,"Global","Not specified.","age_size_Pogonoperca_punctata",12727
"9585",1,"male","368.00 g",25,NA,"Antarctica","Ross Sea, Antartica","age_size_Pogonophryne_cerebropogon",58219
"9586",1,"unsexed","13.3 kg",NA,NA,"UK","Dungeness, 1987","age_size_Pollachius_pollachius",34
"9587",2,"unsexed","11.8 kg",NA,NA,"France","Jule le Ouessant, 1981","age_size_Pollachius_pollachius",34
"9588",1,"unsexed",NA,NA,10,"Norway","Norwegian Sea","age_size_Pollachius_virens",1343
"9589",1,"female",NA,10.2,NA,"Kenya","Sio River system, Lake Victoria, 1964-1966","age_size_Pollimyrus_nigricans",11028
"9590",2,"male",NA,8.1,NA,"Kenya","Sio River system, Lake Victoria, 1964-1966","age_size_Pollimyrus_nigricans",11028
"9591",3,"unsexed",NA,10,NA,"Rwanda","Upper and Middle Akagera, Rwanda","age_size_Pollimyrus_nigricans",11028
"9592",1,"unsexed",NA,60.3,NA,"Canada","Arctic Canada","age_size_Polyacanthonotus_rissoanus",15804
"9593",1,"unsexed","40.0 kg",170,20,"Australia","northwestern coasts","age_size_Polydactylus_macrochir",6427
"9594",1,"unsexed",NA,23,NA,"USA","off Freeport, Texas, 1977-81","age_size_Polydactylus_octonemus",1110
"9595",1,"unsexed",NA,45,NA,"Iran","Oman Sea, Persian Gulf to Bushehr","age_size_Polydactylus_plebeius",7901
"9596",1,"unsexed","",60,NA,"Global","East Indies","age_size_Polydactylus_sexfilis",6416
"9597",2,"unsexed","",61,NA,"Hawaii","Hawaii","age_size_Polydactylus_sexfilis",6416
"9598",3,"unsexed","3.2 kg",NA,NA,"Global","unspecified","age_size_Polydactylus_sexfilis",6416
"9599",1,"unsexed",NA,30,NA,"Iran","Persian Gulf and Oman Sea","age_size_Polydactylus_sextarius",4470
"9600",1,"unsexed",NA,2.4,NA,"China","South China Sea","age_size_Polyipnus_aquavitus",24500
"9601",1,"unsexed",NA,4.7,NA,"China","South China Sea","age_size_Polyipnus_laternatus",47592
"9602",1,"unsexed",NA,8.75,NA,"Australia","Coral Sea","age_size_Polyipnus_latirastrus",58226
"9603",1,"unsexed",NA,6,NA,"Philippines","off Batangas and Mindoro, off SW Luzon","age_size_Polyipnus_spinifer",22793
"9604",1,"unsexed",NA,5.4,NA,"China","South China Sea, East China Sea, and the water near Taiwan Province","age_size_Polyipnus_spinosus",7593
"9605",1,"unsexed",NA,3.14,NA,"Philippines","off Batangas and Mindoro, off SW Luzon","age_size_Polyipnus_unispinus",27620
"9606",1,"unsexed",NA,7,NA,"Philippines","off Batangas and Mindoro, off SW Luzon","age_size_Polymetme_corythaeola",5057
"9607",1,"female",NA,46.5,14,"Canary Is.","1995-2002","age_size_Polymixia_nobilis",7557
"9608",2,"male",NA,38.4,NA,"Canary Is.","1995-2002","age_size_Polymixia_nobilis",7557
"9609",1,"unsexed",NA,18.8,9,"Chile","Naska ridge & Sala y Gomez seamount (25°40'S, 85°27'S)","age_size_Polymixia_yuri",52809
"9610",1,"unsexed","",NA,9,"USA","Atchafalaya River and Lake Henderson, Louisiana","age_size_Polyodon_spathula",174
"9611",2,"unsexed","65.3 kg",NA,NA,"USA","Atchison Watershed Dam no. 7, 2004","age_size_Polyodon_spathula",174
"9612",3,"unsexed","",NA,14,"USA","Lake Pontchartrain, Louisiana","age_size_Polyodon_spathula",174
"9613",4,"unsexed","",NA,30,"","North America","age_size_Polyodon_spathula",174
"9614",5,"unsexed","83.5 kg",152,NA,"USA","Ohio","age_size_Polyodon_spathula",174
"9615",1,"unsexed","45.0 kg",NA,27,"","-","age_size_Polyprion_americanus",349
"9616",2,"unsexed","",NA,31,"","North Atlantic","age_size_Polyprion_americanus",349
"9617",3,"unsexed","",NA,39,"USA","Northwest Atlantic (Blake Plateau)","age_size_Polyprion_americanus",349
"9618",4,"female","",156,62,"Brazil","Southern area (27°56'S; 34°52'S), 70-500 m, 1986-97","age_size_Polyprion_americanus",349
"9619",5,"male","",126,76,"Brazil","Southern area (27°56'S; 34°52'S), 70-500 m, 1986-97","age_size_Polyprion_americanus",349
"9620",1,"unsexed","23.0 kg",NA,29,"","-","age_size_Polyprion_oxygeneios",350
"9621",2,"female","",147,NA,"New Zealand","NE North Island, Cook Strait and Kaikoura, 1979-95","age_size_Polyprion_oxygeneios",350
"9622",3,"unsexed","76.0 kg",178,NA,"New Zealand","Not specified.","age_size_Polyprion_oxygeneios",350
"9623",4,"male","",NA,51.8,"Australia","off south coast of Western Australia (ca. 35° S; 115°30? E - 125°00? E)","age_size_Polyprion_oxygeneios",350
"9624",1,"unsexed",NA,24,NA,"Israel","Gulf of Aqaba, 1993","age_size_Polysteganus_coeruleopunctatus",7935
"9625",1,"unsexed",NA,75,NA,"South Africa","South Africa","age_size_Polysteganus_praeorbitalis",5533
"9626",1,"unsexed",NA,97.4,20,"South Africa","KwaZulu-Natal coast, 1962-63","age_size_Polysteganus_undulosus",4542
"9627",2,"unsexed",NA,100,NA,"South Africa","South Africa","age_size_Polysteganus_undulosus",4542
"9628",3,"unsexed",NA,NA,15,"","South East Africa","age_size_Polysteganus_undulosus",4542
"9629",1,"unsexed",NA,45,NA,"Global","East Indies","age_size_Pomacanthus_annularis",7902
"9630",2,"unsexed",NA,45,NA,"Global","Indo-Pacific & Caribbean including the Red Sea.","age_size_Pomacanthus_annularis",7902
"9631",1,"unsexed",NA,38,NA,"Global","East Indies","age_size_Pomacanthus_imperator",6504
"9632",2,"unsexed",NA,40,NA,"Somalia","Somalia","age_size_Pomacanthus_imperator",6504
"9633",1,"unsexed",NA,40,NA,"Iran","Persian Gulf and Oman Sea","age_size_Pomacanthus_maculosus",7903
"9634",2,"mixed",NA,36.4,36,"Untd Arab Em","southern Arabian Gulf, 2007-2008","age_size_Pomacanthus_maculosus",7903
"9635",1,"unsexed",NA,25,NA,"Global","East Indies","age_size_Pomacanthus_navarchus",5661
"9636",2,"unsexed",NA,28,NA,"Global","Indo-Pacific & Caribbean including the Red Sea.","age_size_Pomacanthus_navarchus",5661
"9637",1,"unsexed",NA,35,NA,"Global","East Indies","age_size_Pomacanthus_semicirculatus",5663
"9638",2,"unsexed",NA,40,NA,"Somalia","Somalia","age_size_Pomacanthus_semicirculatus",5663
"9639",1,"unsexed",NA,46,NA,"Global","East Indies","age_size_Pomacanthus_sexstriatus",6564
"9640",2,"unsexed",NA,46,NA,"Global","Great Barrier Reef and Coral Sea","age_size_Pomacanthus_sexstriatus",6564
"9641",1,"unsexed",NA,38,NA,"Global","East Indies","age_size_Pomacanthus_xanthometopon",5662
"9642",2,"unsexed",NA,38,NA,"Global","Indo-Pacific & Caribbean including the Red Sea","age_size_Pomacanthus_xanthometopon",5662
"9643",1,"unsexed",NA,8,NA,"Global","East Indies","age_size_Pomacentrus_adelus",12476
"9644",2,"unsexed",NA,8.5,NA,"Indonesia","Indonesia","age_size_Pomacentrus_adelus",12476
"9645",1,"unsexed",NA,8.5,NA,"Global","East Indies","age_size_Pomacentrus_albimaculus",10247
"9646",2,"unsexed",NA,7,NA,"Global","unspecified","age_size_Pomacentrus_albimaculus",10247
"9647",1,"unsexed",NA,8.6,NA,"Global","East Indies","age_size_Pomacentrus_alexanderae",6920
"9648",2,"unsexed",NA,9,NA,"Global","Indo-Pacific & Caribbean including the Red Sea","age_size_Pomacentrus_alexanderae",6920
"9649",1,"unsexed",NA,6,NA,"Global","East Indies","age_size_Pomacentrus_alleni",12479
"9650",2,"unsexed",NA,6,NA,"Global","Indo-Pacific & Caribbean including the Red Sea","age_size_Pomacentrus_alleni",12479
"9651",1,"unsexed",NA,10.5,NA,"Global","East Indies","age_size_Pomacentrus_amboinensis",5715
"9652",2,"unsexed",NA,9,NA,"Indonesia","Indonesia","age_size_Pomacentrus_amboinensis",5715
"9653",3,"unsexed",NA,11,NA,"Philippines","Not specified","age_size_Pomacentrus_amboinensis",5715
"9654",1,"unsexed",NA,8,NA,"Global","East Indies","age_size_Pomacentrus_armillatus",25210
"9655",2,"unsexed",NA,7.5,NA,"Indonesia","Indonesia","age_size_Pomacentrus_armillatus",25210
"9656",1,"unsexed",NA,7.5,NA,"Global","East Indies","age_size_Pomacentrus_aurifrons",61536
"9657",2,"unsexed",NA,6.2,NA,"Global","Malenesia","age_size_Pomacentrus_aurifrons",61536
"9658",1,"unsexed",NA,6.8,NA,"Global","East Indies","age_size_Pomacentrus_auriventris",12483
"9659",2,"unsexed",NA,5.5,NA,"Global","unspecified","age_size_Pomacentrus_auriventris",12483
"9660",1,"unsexed",NA,9.3,NA,"Global","East Indies","age_size_Pomacentrus_azuremaculatus",12484
"9661",2,"unsexed",NA,12,NA,"Indonesia","Indonesia","age_size_Pomacentrus_azuremaculatus",12484
"9662",1,"unsexed",NA,8,NA,"Global","East Indies","age_size_Pomacentrus_bankanensis",5717
