"","Loo (cm)","Length Type","K (1/y)","to(years)","Sex","M (1/y)","Temp&deg;&nbsp;C","Lm","&Oslash;'","Country","Locality","Questionable","Captive"
"1","27.2","SL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=11423&pref=6158&sex=unsexed&loo=27.20000&k=0.15700&id2=11099&genusname=Xenocypris&speciesname=macrolepis&gm_loo=32.778041430201&gm_lm=1&gm_m=1&gm_k=0.14286357128394&vautoctr=4809&gm_lm_rl=1"">0.16</a>","0.03","","","20.0","","2.07","China","Xin'anjiang Reservoir","No","No"
"2","39.5","TL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=11423&pref=75252&sex=mixed&loo=39.50000&k=0.13000&id2=11099&genusname=Xenocypris&speciesname=macrolepis&gm_loo=32.778041430201&gm_lm=1&gm_m=1&gm_k=0.14286357128394&vautoctr=9707&gm_lm_rl=1"">0.13</a>","","","","","","2.31","Russia","Amur River","No","No"
