"","Loo (cm)","Length Type","K (1/y)","to(years)","Sex","M (1/y)","Temp&deg;&nbsp;C","Lm","&Oslash;'","Country","Locality","Questionable","Captive"
"1","21.5","TL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=711&pref=96303&sex=male&loo=21.50000&k=0.41000&id2=695&genusname=Limanda&speciesname=limanda&gm_loo=31.531632307984&gm_lm=15.283077665907&gm_m=0.24552020523843&gm_k=0.34274038454419&vautoctr=20999&gm_lm_rl=0.74000000953674"">0.41</a>","-1.31","M","","","","2.28","Netherlands","southern North Sea","No","No"
"2","22.0","TL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=711&pref=7026&sex=male&loo=22.00000&k=0.60400&id2=695&genusname=Limanda&speciesname=limanda&gm_loo=31.531632307984&gm_lm=15.283077665907&gm_m=0.24552020523843&gm_k=0.34274038454419&vautoctr=1972&gm_lm_rl=0.74000000953674"">0.60</a>","","M","","9.0","","2.47","UK","Isles of Man","No","No"
"3","22.9","TL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=711&pref=27407&sex=male&loo=22.90000&k=0.28000&id2=695&genusname=Limanda&speciesname=limanda&gm_loo=31.531632307984&gm_lm=15.283077665907&gm_m=0.24552020523843&gm_k=0.34274038454419&vautoctr=21308&gm_lm_rl=0.74000000953674"">0.28</a>","-0.54","M","","","11.0","2.17","Germany","German Bight (offshore)","No","No"
"4","23.1","TL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=711&pref=27407&sex=male&loo=23.10000&k=0.39000&id2=695&genusname=Limanda&speciesname=limanda&gm_loo=31.531632307984&gm_lm=15.283077665907&gm_m=0.24552020523843&gm_k=0.34274038454419&vautoctr=21309&gm_lm_rl=0.74000000953674"">0.39</a>","-0.29","M","","","11.0","2.32","Germany","Dogger Bank, SE North Sea","No","No"
"5","25.0","TL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=711&pref=27407&sex=Male&loo=25.00000&k=0.26000&id2=695&genusname=Limanda&speciesname=limanda&gm_loo=31.531632307984&gm_lm=15.283077665907&gm_m=0.24552020523843&gm_k=0.34274038454419&vautoctr=1973&gm_lm_rl=0.74000000953674"">0.26</a>","-0.34","M","0.37","9.0","11.0","2.21","Germany","German Bight (coastal area)","No","No"
"6","25.9","TL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=711&pref=96303&sex=female&loo=25.90000&k=0.50000&id2=695&genusname=Limanda&speciesname=limanda&gm_loo=31.531632307984&gm_lm=15.283077665907&gm_m=0.24552020523843&gm_k=0.34274038454419&vautoctr=21000&gm_lm_rl=0.74000000953674"">0.50</a>","-0.46","F","","","","2.53","Netherlands","southern North Sea","No","No"
"7","29.6","TL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=711&pref=27407&sex=female&loo=29.60000&k=0.21000&id2=695&genusname=Limanda&speciesname=limanda&gm_loo=31.531632307984&gm_lm=15.283077665907&gm_m=0.24552020523843&gm_k=0.34274038454419&vautoctr=21310&gm_lm_rl=0.74000000953674"">0.21</a>","-0.67","F","","","14.0","2.26","Germany","German Bight (offshore)","No","No"
"8","30.5","TL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=711&pref=27407&sex=female&loo=30.50000&k=0.28000&id2=695&genusname=Limanda&speciesname=limanda&gm_loo=31.531632307984&gm_lm=15.283077665907&gm_m=0.24552020523843&gm_k=0.34274038454419&vautoctr=21311&gm_lm_rl=0.74000000953674"">0.28</a>","-0.07","F","","","14.0","2.42","Germany","German Bight (coastal area)","No","No"
"9","33.0","TL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=711&pref=7026&sex=female&loo=33.00000&k=0.31800&id2=695&genusname=Limanda&speciesname=limanda&gm_loo=31.531632307984&gm_lm=15.283077665907&gm_m=0.24552020523843&gm_k=0.34274038454419&vautoctr=1971&gm_lm_rl=0.74000000953674"">0.32</a>","","F","","9.0","","2.54","UK","Isles of Man","No","No"
"10","33.0","TL","<a href=""/PopDyn/FishPopGrowthSummary.php?ID=58234&pref=94462&sex=mixed&loo=33.00000&k=0.21000&id2=695&genusname=Limanda&speciesname=limanda&gm_loo=31.531632307984&gm_lm=15.283077665907&gm_m=0.24552020523843&gm_k=0.34274038454419&vautoctr=11735&gm_lm_rl=0.74000000953674"">0.21</a>","-0.89","","0.20","","13.0","2.36","","North Sea, Sub-area IV","No","No"
