"","Sex","Wmax","Lmax (cm)","Tmax (y)","Country","Locality"
"1","unsexed","","45.5","153","New Zealand","Chatham Rise and Puysegur-Snares"
"2","unsexed","","40","","New Zealand","not stated"
"3","unsexed","1.5 kg","47","100","Australia","Tasmanian waters"
